0,0,0
0,-0.2550773694,-0.3409090909
0,-0.6842551656,-0.2150974026
0,-0.7935740383,0.0689935065
0,-0.7166459427,0.4464285714
0,-0.8988440637,0.4099025974
0,-1.0203094778,0.4058441558
0,-1.0810421848,0.4423701299
0,-1.0122117835,0.5113636364
0,-0.8785998281,0.5600649351
0,-0.8057205797,0.523538961
0,-0.6154247644,0.5438311688
0,-0.5951805287,0.4058441558
0,-0.6883040128,0.2313311688
0,-0.5384966688,0.3125
0,-0.3846404777,0.349025974
0,-0.3522497007,0.3855519481
0,-0.303663535,0.3936688312
0,-0.2631750637,0.3693181818
0,-0.2996146879,0.2962662338
0,-0.6275713058,0.2435064935
0,-0.696401707,0.1542207792
0,-0.574936293,0.1420454545
0,-0.3684450892,0.1461038961
0,-0.2672239108,0.1176948052
0,-0.2915169936,0.0649350649
0,-0.7044994013,0.1136363636
0,-0.3401031593,-0.1542207792
0,0,0
